index,conference_name,acronym,rank,url
2114.0,IASTED International Conference on Parallel and Distributed Computing and Systems ,PDCS,C,https://portal.core.edu.au/conf-ranks/2114/
2115.0,Joint AUPEC &amp; EECON ,PEC&amp;CON,C,https://portal.core.edu.au/conf-ranks/2115/
2116.0,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,Journal Published,https://portal.core.edu.au/conf-ranks/2116/
2117.0,International Symposium on Physical Design,PHYSDES,C,https://portal.core.edu.au/conf-ranks/2117/
2118.0,Symposium on Programming Language Implementation and Logic Programming,PLILP,B,https://portal.core.edu.au/conf-ranks/2118/
2119.0,IEEE Pacific-Rim Conference on Multimedia,PMIP,C,https://portal.core.edu.au/conf-ranks/2119/
2120.0,Performance Tools - International Conference on Model Techniques &amp; Tools for CPE,PT,A,https://portal.core.edu.au/conf-ranks/2120/
2122.0,IASTED International Conference on Robotics and Manufacturing,RM,C,https://portal.core.edu.au/conf-ranks/2122/
2123.0,International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,A,https://portal.core.edu.au/conf-ranks/2123/
2124.0,Unix Symposium on Operating Systems Design and Implementation ,SDSDI,A,https://portal.core.edu.au/conf-ranks/2124/
2125.0,IASTED International Conference on Software Engineering ,SE,C,https://portal.core.edu.au/conf-ranks/2125/
2126.0,IASTED International Conference on Software Engineering and Applications ,SEA,C,https://portal.core.edu.au/conf-ranks/2126/
2130.0,International Conference on Software Engineering: Education and Practice ,SEEP,B,https://portal.core.edu.au/conf-ranks/2130/
2131.0,International NZ Conference on Computer-Human Interaction ,SIGCHI-NZ,Australasian,https://portal.core.edu.au/conf-ranks/2131/
2133.0,IASTED International Conference on Signal and Image Processing ,SIP,C,https://portal.core.edu.au/conf-ranks/2133/
2134.0,Society for Information Technology and Teacher Education Conference ,SITE,C,https://portal.core.edu.au/conf-ranks/2134/
2135.0,IEEE International Symposium on Software Metrics ,SMS,A,https://portal.core.edu.au/conf-ranks/2135/
2136.0,Software Process Improvement and Capability Determination ,SPICE,C,https://portal.core.edu.au/conf-ranks/2136/
2137.0,ACM Symposium on Software Reusability ,SSR,A,https://portal.core.edu.au/conf-ranks/2137/
2140.0,Theory and Applications of Knowledge MAnagement,TAKMA,C,https://portal.core.edu.au/conf-ranks/2140/
2141.0,International Conference on Technology Education,TE,C,https://portal.core.edu.au/conf-ranks/2141/
2143.0,Text Retrieval Conference,TREC,A,https://portal.core.edu.au/conf-ranks/2143/
2144.0,Unix Symposium on Internet Technologies,USITS,A,https://portal.core.edu.au/conf-ranks/2144/
2145.0,University of Western Australia Computer Science Research Conference,UWACS,Australasian,https://portal.core.edu.au/conf-ranks/2145/
2147.0,"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,C,https://portal.core.edu.au/conf-ranks/2147/
2149.0,International Workshop on Artificial Intelligence and Statistics,WAIS,B,https://portal.core.edu.au/conf-ranks/2149/
2150.0,World Conference on Computers in Education,WCCE,C,https://portal.core.edu.au/conf-ranks/2150/
2151.0,World Congress on Systems Simulation,WCSS,B,https://portal.core.edu.au/conf-ranks/2151/
2152.0,Workshop on Distributed Algorithms (DISC since 1998),WDAG,B,https://portal.core.edu.au/conf-ranks/2152/
2154.0,International Computer Symposium Workshop,WICS,C,https://portal.core.edu.au/conf-ranks/2154/
2155.0,"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,National: USA,https://portal.core.edu.au/conf-ranks/2155/
2158.0,"Informatics in Education (journal, congress, symposium, etc all under this name - can&#x27;t rank)",,C,https://portal.core.edu.au/conf-ranks/2158/
2159.0,"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,B,https://portal.core.edu.au/conf-ranks/2159/
2160.0,"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,C,https://portal.core.edu.au/conf-ranks/2160/
2161.0,International Conference on Interactive Digital Storytelling (2008 merger of &#x27;ICVS International Conference on Virtual Storytelling&#x27; and &#x27;TIDSE Technology for Interactive Digital Storytelling&#x27;),ICIDS,C,https://portal.core.edu.au/conf-ranks/2161/
2162.0,"International Conference on Artificial Intelligence: Methodology, Systems, Applications",AIMSA,National: Bulgaria,https://portal.core.edu.au/conf-ranks/2162/
2163.0,International Conference on Information Quality,ICIQ,Unranked,https://portal.core.edu.au/conf-ranks/2163/
2164.0,International Conference on Image Analysis and Recognition,ICIAR,C,https://portal.core.edu.au/conf-ranks/2164/
2165.0,European Conference on Software Architecture,ECSA,A,https://portal.core.edu.au/conf-ranks/2165/
2166.0,International Conference on Multimedia,ICMR,B,https://portal.core.edu.au/conf-ranks/2166/
2167.0,Symposium On Usable Privacy and Security,SOUPS,B,https://portal.core.edu.au/conf-ranks/2167/
2168.0,International Conference on Virtual Rehabilitation,ICVR,Unranked,https://portal.core.edu.au/conf-ranks/2168/
2169.0,International Conference on Web and Social Media,ICWSM,A,https://portal.core.edu.au/conf-ranks/2169/
2170.0,EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,C,https://portal.core.edu.au/conf-ranks/2170/
2171.0,Practical Applications of Agents and Multiagent Systems,PAAMS,National: Spain,https://portal.core.edu.au/conf-ranks/2171/
2172.0, International Conference on Advanced Communications and Computation,INFOCOMP,Unranked,https://portal.core.edu.au/conf-ranks/2172/
2173.0, Information Retrieval Facility Conference,IRFC,Unranked,https://portal.core.edu.au/conf-ranks/2173/
2174.0,Asian Conference on Machine Learning,ACML,Unranked,https://portal.core.edu.au/conf-ranks/2174/
2175.0,ACM International Conference on Systems for Energy-Efficient Built Environments,BuildSys,A,https://portal.core.edu.au/conf-ranks/2175/
2176.0,Innovations in Theoretical Computer Science,ITCS,A,https://portal.core.edu.au/conf-ranks/2176/
2177.0,Developments in eSystems Engineering,DeSE,C,https://portal.core.edu.au/conf-ranks/2177/
2178.0,International Conference on Smart homes and health Telematics,ICOST,C,https://portal.core.edu.au/conf-ranks/2178/
2179.0,The International Conference on Intelligent Environments,IE,B,https://portal.core.edu.au/conf-ranks/2179/
2180.0,International Conference on the Quality of Information and Communications Technology,QUATIC,C,https://portal.core.edu.au/conf-ranks/2180/
2181.0,World Conference on Information Systems and Technologies,WorldCIST,C,https://portal.core.edu.au/conf-ranks/2181/
2182.0,IEEE International Conference on Data Science and Engineering,ICDSE,National:India,https://portal.core.edu.au/conf-ranks/2182/
2183.0,International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,National,https://portal.core.edu.au/conf-ranks/2183/
2184.0,IEEE Conference on Cognitive and Computational Aspects of Situation Management ,CogSIMA,National:USA,https://portal.core.edu.au/conf-ranks/2184/
2185.0,IEEE European Symposium on Security and Privacy,EuroS&amp;P,A,https://portal.core.edu.au/conf-ranks/2185/
2186.0,Artificial Intelligence Applications and Innovations,AIAI,C,https://portal.core.edu.au/conf-ranks/2186/
2187.0,Iberian Conference on Information Systems and Technologies,CISTI,Regional,https://portal.core.edu.au/conf-ranks/2187/
2188.0,Asian Conference on Intelligent Information and Database Systems,ACIIDS,B,https://portal.core.edu.au/conf-ranks/2188/
2189.0," International Conference on Ambient Systems, Networks and Technologies",ANT,Unranked,https://portal.core.edu.au/conf-ranks/2189/
2190.0,CENTERIS - Conference on ENTERprise Information Systems,CENTERIS,Unranked,https://portal.core.edu.au/conf-ranks/2190/
2191.0,Discovery Science,DS,B,https://portal.core.edu.au/conf-ranks/2191/
2192.0,European Dependable Computing Conference,EDCC,Unranked,https://portal.core.edu.au/conf-ranks/2192/
2193.0,Engineering Interactive Computing Systems,EICS,Journal Published,https://portal.core.edu.au/conf-ranks/2193/
2194.0,International Conference on Emerging Ubiquitous Systems and Pervasive Networks,EUSPN,Unranked,https://portal.core.edu.au/conf-ranks/2194/
2195.0,European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,B,https://portal.core.edu.au/conf-ranks/2195/
2196.0,Formal Methods in Computer-Aided Design,FMCAD,B,https://portal.core.edu.au/conf-ranks/2196/
2197.0,The International Conference on Future Networks and Communications,FNC,Unranked,https://portal.core.edu.au/conf-ranks/2197/
2198.0,HCist - International Conference on Health and Social Care Information Systems and Technologies,HCist,Unranked,https://portal.core.edu.au/conf-ranks/2198/
2199.0,International Conference on Computational Creativity,ICCC,C,https://portal.core.edu.au/conf-ranks/2199/
2200.0,International Conference on Digital Economy,ICDEc,Unranked,https://portal.core.edu.au/conf-ranks/2200/
2201.0,"Conference on Innovation in Clouds, Internet and Networks",ICIN,National: France,https://portal.core.edu.au/conf-ranks/2201/
2202.0,International Conference on the Theory of Information Retrieval,ICTIR,Unranked,https://portal.core.edu.au/conf-ranks/2202/
2203.0,Intelligent Distributed Computing,IDC,Unranked,https://portal.core.edu.au/conf-ranks/2203/
2204.0,"International Symposium on Networks, Computers and Communications",ISNCC,C,https://portal.core.edu.au/conf-ranks/2204/
2205.0,International Conference on Management of Digital EcoSystems,MEDES,C,https://portal.core.edu.au/conf-ranks/2205/
2206.0,International Conference on Mobile Systems and Pervasive Computing,MobiSPC,Unranked,https://portal.core.edu.au/conf-ranks/2206/
2207.0,International Conference on Principles of Security and Trust,POST,Unranked,https://portal.core.edu.au/conf-ranks/2207/
2208.0,ProjMAN - International Conference on Project MANagement,ProjMAN,Unranked,https://portal.core.edu.au/conf-ranks/2208/
2209.0,International Conference on Sustainable Energy Information Technology,SEIT,Unranked,https://portal.core.edu.au/conf-ranks/2209/
2210.0,Semantics - International Conference on Semantic Systems,Semantics,"Regional: Austria, Germany, Netherlands",https://portal.core.edu.au/conf-ranks/2210/
2211.0,"International Conference: Sciences of Electronics, Technologies of information and Telecommunication",SETIT,Unranked,https://portal.core.edu.au/conf-ranks/2211/
2212.0,The Symposium of Combinatorial Search,SoCS,B,https://portal.core.edu.au/conf-ranks/2212/
2213.0,The International Conference on Verification and Evaluation of Computer and Communication Systems ,VECoS,C,https://portal.core.edu.au/conf-ranks/2213/
2214.0,International Teletraffic Congress,ITC,Unranked,https://portal.core.edu.au/conf-ranks/2214/
2215.0,Human-Agent Interaction,HAI,B,https://portal.core.edu.au/conf-ranks/2215/
2216.0,International Joint Conference on Rules and Reasoning,RuleML+RR,B,https://portal.core.edu.au/conf-ranks/2216/
2217.0,Conference of the European Society for Fuzzy Logic and Technologies,EUSFLAT,C,https://portal.core.edu.au/conf-ranks/2217/
2218.0,International Conference on Applications of Evolutionary Computation,EvoApplications,B,https://portal.core.edu.au/conf-ranks/2218/
2219.0,CONFERENCE ON COMPUTER SCIENCE AND INTELLIGENCE SYSTEMS,FedCSIS,Multi-conference,https://portal.core.edu.au/conf-ranks/2219/
2220.0,International Conference on Operations Research and Enterprise Systems,ICORES,C,https://portal.core.edu.au/conf-ranks/2220/
2221.0,International Joint Conference on Computational Intelligence,IJCCI,C,https://portal.core.edu.au/conf-ranks/2221/
2222.0,Simulation and Synthesis in Medical Imaging,SASHIMI,C,https://portal.core.edu.au/conf-ranks/2222/
2223.0,International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,C,https://portal.core.edu.au/conf-ranks/2223/
2224.0,International Conference on Practical Applications of Computational Biology &amp; Bioinformatics,PACBB,National(Spain),https://portal.core.edu.au/conf-ranks/2224/
2225.0,International Conference on Distributed Computing and Artificial Intelligence,DCAI,National(Spain),https://portal.core.edu.au/conf-ranks/2225/
2226.0,"International Conference on Informatics in Control, Automation and Robotics",ICINCO,C,https://portal.core.edu.au/conf-ranks/2226/
2227.0,"Language, Data and Knowledge",LDK,C,https://portal.core.edu.au/conf-ranks/2227/
2228.0,"International Conference on Analysis of Images, Social Networks and Texts",AIST,National: Russia,https://portal.core.edu.au/conf-ranks/2228/
2229.0,Computer Sciences and Information Technologies,CSIT,National,https://portal.core.edu.au/conf-ranks/2229/
2230.0,International Conference on Pattern Recognition Applications and Methods,ICPRAM,C,https://portal.core.edu.au/conf-ranks/2230/
2231.0,International Conference on Advanced Technologies For Signal &amp; Image Processing,ATSIP,National: Tunisia,https://portal.core.edu.au/conf-ranks/2231/
2232.0,International Conference on Computer Vision and Graphics,ICCVG,National: Poland,https://portal.core.edu.au/conf-ranks/2232/
2233.0,Multimedia and Network Information Systems,MISSI,National: Poland,https://portal.core.edu.au/conf-ranks/2233/
2234.0,International Conference on Information Systems Security and Privacy,ICISSP,C,https://portal.core.edu.au/conf-ranks/2234/
2235.0,New Technologies Mobility and Security,NTMS,C,https://portal.core.edu.au/conf-ranks/2235/
2236.0,International Symposium &#x27;Problems of Redundancy in Information and Control Systems&#x27;,Redundancy,National Russia,https://portal.core.edu.au/conf-ranks/2236/
2237.0,IEEE International Conference on Data Science and Advanced Analytics,DSAA,B,https://portal.core.edu.au/conf-ranks/2237/
2238.0,International Workshop on Data Management on New Hardware,DaMoN,C,https://portal.core.edu.au/conf-ranks/2238/
2239.0,International Conference on Model and Data Engineering,MEDI,C,https://portal.core.edu.au/conf-ranks/2239/
2240.0,International Conference on Similarity Search and Applications,SISAP,B,https://portal.core.edu.au/conf-ranks/2240/
2241.0,International Conference on Information and Communication Technologies for Ageing Well and e-Health,ICT4AWE,C,https://portal.core.edu.au/conf-ranks/2241/
2242.0,IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,unranked: not primarily CS,https://portal.core.edu.au/conf-ranks/2242/
2243.0,"Datenbanksysteme für Business, Technologie und Web",BTW,National:Germany,https://portal.core.edu.au/conf-ranks/2243/
2244.0,International Conference on Indoor Positioning and Indoor Navigation,IPIN,C,https://portal.core.edu.au/conf-ranks/2244/
2245.0,International Conference on Network Softwarization,NetSoft,B,https://portal.core.edu.au/conf-ranks/2245/
2246.0,ACM/IEEE Symposium on Edge Computing,SEC,unranked,https://portal.core.edu.au/conf-ranks/2246/
2247.0,IEEE Conference of the Open Innovations Association FRUCT,FRUCT,Regional,https://portal.core.edu.au/conf-ranks/2247/
2248.0,IEEE International Conference on Fog and Edge Computing,ICFEC,C,https://portal.core.edu.au/conf-ranks/2248/
2249.0,International Conference on Real-Time and Network Systems,RTNS,National: France,https://portal.core.edu.au/conf-ranks/2249/
2250.0,Wireless Days,WD,C,https://portal.core.edu.au/conf-ranks/2250/
2251.0,IEEE International Conference on Cloud Computing in Emerging Markets,CCEM,National:India,https://portal.core.edu.au/conf-ranks/2251/
2252.0,Utility and Cloud Computing,UCC,Unranked,https://portal.core.edu.au/conf-ranks/2252/
2253.0,International Science Conference on Computer Networks,CN,National:Poland,https://portal.core.edu.au/conf-ranks/2253/
2254.0,International Conference on COMmunication Systems &amp; NETworkS,COMSNETS,National:India,https://portal.core.edu.au/conf-ranks/2254/
2255.0,The ACM International System and Storage Conference,SYSTOR,National:Israel,https://portal.core.edu.au/conf-ranks/2255/
2256.0,International Conference Information Systems Architecture and Technology,ISAT,National:Poland,https://portal.core.edu.au/conf-ranks/2256/
2257.0,International Conference on Wireless Networks and Mobile Communications,WINCOM,National:Morocco,https://portal.core.edu.au/conf-ranks/2257/
